date,stock,open,high,low,close,volume
2014-02-21,STK_00,112.09823140062771,114.54770221519227,110.476793420354,112.73635073713238,977973
2014-02-24,STK_00,117.45982186501931,117.53474171412742,115.5427586569433,117.18252826188706,241548
2014-02-25,STK_00,116.879957860384,118.74094645717396,116.1431798007344,116.81685933767923,735143
2014-02-26,STK_00,114.59918517678615,115.02069656333305,114.14157952251021,114.52637083019951,701468
2014-02-27,STK_00,114.67712178683219,115.43903903732195,112.37245556855234,115.15204865168651,463455
2014-02-28,STK_00,115.11912651540774,115.38046458941696,113.96793016628622,115.1281082077918,414281
2014-03-03,STK_00,116.6177586698429,117.99204896591239,115.39736917857901,116.64381902410574,407585
2014-03-04,STK_00,123.54688387770015,124.50192635555499,122.38928625292033,124.33290536233937,578605
2014-03-05,STK_00,121.53710633654727,122.74773363736412,119.72617338213392,121.2205050928109,531235
2014-03-06,STK_00,124.1226655806524,124.80095220883247,123.35022684495928,124.795338176619,639776
2014-03-07,STK_00,122.66839225120127,124.35496397258842,121.98331839457587,123.9729611339741,22976
2014-03-10,STK_00,125.81454733854075,126.11993988473535,124.46357443018343,125.23087460158796,470889
2014-03-11,STK_00,122.54308043439744,124.02894638158762,119.45394420293643,121.3924948896289,736011
2014-03-12,STK_00,119.07278786415014,119.71096025180896,118.86023230297138,119.36509829629293,708973
2014-03-13,STK_00,118.57375275256014,120.39063247566052,115.945634220574,118.3003100967082,272703
2014-03-14,STK_00,116.65471057346006,117.70282630468901,114.7605879976875,116.06870756336045,625539
2014-03-17,STK_00,117.98111737895027,118.36630067954518,116.16856863599209,117.8815147845598,817721
2014-03-18,STK_00,117.10098896014023,119.39066744736336,115.7484634993318,117.71261745049725,582725
2014-03-19,STK_00,117.18858021229599,119.61109621311611,117.1257666886069,118.45577162700381,710722
2014-03-20,STK_00,115.7370325791724,116.99113603316138,115.36613931697778,116.05583263175143,396743
2014-03-21,STK_00,119.73503467690193,120.51811379097894,117.61326199835823,119.64324268428415,205193
2014-03-24,STK_00,117.08885118755437,118.4486704122496,115.2258938771235,117.72696867105587,825942
2014-03-25,STK_00,120.38562892358955,121.40094045217504,120.2880709731489,120.55875310476523,203579
2014-03-26,STK_00,118.5163180518121,118.91074746171016,118.06474206125864,118.73045688560354,145451
2014-03-27,STK_00,117.77997273171806,119.35696274843345,116.5000145886581,119.07515557609554,780831
2014-03-28,STK_00,123.42916283902944,124.96070861578997,121.54484270294968,121.57451619210873,836482
2014-03-31,STK_00,122.36196964318647,123.48140284968689,121.29113930767927,122.81120429563785,897934
2014-04-01,STK_00,125.62708187950251,125.76578014706624,124.99701643640891,125.3394015130581,96371
2014-04-02,STK_00,129.96044730087013,132.87593318128404,128.92877618312718,129.73253647201113,353007
2014-04-03,STK_00,131.18130840968675,132.74927582499564,128.57163738693004,131.3212600483695,742663
2014-04-04,STK_00,130.8241123898788,131.6393722431119,130.16430101468794,131.1722543322766,308840
2014-04-07,STK_00,124.10210066967167,125.79383480831731,123.15552533612032,124.74237300557857,75382
2014-04-08,STK_00,126.99307537392421,127.03830324974487,125.89965594415656,126.52486481360995,23819
2014-04-09,STK_00,126.68416763902097,129.70914851161075,125.46779535385625,127.3662858910594,324697
2014-04-10,STK_00,126.54894904004048,127.83922194953433,126.20661590546818,126.92102748231439,735977
2014-04-11,STK_00,125.72993827958808,126.74605223267731,123.33632436815817,126.29180395721201,347805
2014-04-14,STK_00,124.87050183184753,126.8198293246661,124.57480456370659,125.804288954868,667671
2014-04-15,STK_00,128.3814487252589,128.91359154648148,127.52405219099856,127.78712238872106,816801
2014-04-16,STK_00,123.63886356740525,123.78263278754714,121.88945183456192,123.45149260487716,434998
2014-04-17,STK_00,124.65659254812294,125.60553461875924,121.95446793504046,123.99048469364352,790210
2014-04-18,STK_00,127.46785688274356,129.44872395878406,127.06919180422496,127.72094934774337,8278
2014-04-21,STK_00,127.95290716558817,129.4629270766896,126.92038764729155,129.17161111349347,163844
2014-04-22,STK_00,128.46667770105196,129.1922638732545,127.89649418426562,128.3729324346793,539869
2014-04-23,STK_00,126.23521224657543,127.49635991599801,126.05076148069469,126.67823304488036,236592
2014-04-24,STK_00,125.12636477152553,125.9640618388667,124.34358242255176,125.28901865015058,67027
2014-04-25,STK_00,121.93895638021897,124.40138135444421,121.38433378153962,122.98827572940459,867049
2014-04-28,STK_00,122.56636491320013,122.92035977384425,122.0207677276039,122.17137127787757,728750
2014-04-29,STK_00,122.76194946152215,124.97290849334158,122.52526379126944,122.54168463424351,36544
2014-04-30,STK_00,122.48529579991592,122.71230669967306,120.94559091548632,121.37095609183385,577314
2014-05-01,STK_00,122.17137935799623,122.89645027974504,120.60775311056122,121.33339878675572,636551
2014-05-02,STK_00,120.98685762217146,122.5308479933394,120.54100236943327,120.55451848663179,657765
2014-05-05,STK_00,122.07393567284954,123.82551359050173,121.31943601671759,121.39313517743763,186556
2014-05-06,STK_00,121.60930565566277,122.95546202016868,120.13291844239706,122.03298806630531,99350
2014-05-07,STK_00,121.63227831008433,122.54978839221343,120.02072936769206,120.40030023386065,397741
2014-05-08,STK_00,121.53215334207624,123.67976579258168,120.14145539119313,121.14992009016139,266327
2014-05-09,STK_00,122.09548571799331,122.09786966688345,120.40029948472409,121.18188216552699,154714
2014-05-12,STK_00,121.18094477977245,122.88654263735926,120.63360407533663,121.39959390827765,125972
2014-05-13,STK_00,120.2105313121764,120.42706016012458,118.33618705350952,119.89967379022252,321257
2014-05-14,STK_00,119.02928869884462,120.59971666636476,118.66393614815357,118.97643403135582,715987
2014-05-15,STK_00,117.9870830552012,119.52521828803376,116.8471219145516,118.37353818521284,29506
2014-05-16,STK_00,117.9278159114635,118.28143162172638,116.11404559482985,118.21261811199808,867461
2014-05-19,STK_00,118.58547755980834,118.68548103555264,117.12569364078779,118.30127636948383,324617
2014-05-20,STK_00,118.30385166888097,119.7390835970203,117.00222776589324,117.69803162405145,841179
2014-05-21,STK_00,117.51914464748151,119.29850829359509,116.53959797284388,116.6787516831046,777601
2014-05-22,STK_00,115.85737824835138,116.18388092194029,115.62021889649269,115.89906282444058,950601
2014-05-23,STK_00,115.39168481413077,115.51961492842973,114.14858314236545,114.82309857703648,424103
2014-05-26,STK_00,113.02083539717724,113.82946282809894,112.79943112563934,113.79106889698777,15089
2014-05-27,STK_00,115.30629217445191,115.85661964313312,114.60479503313755,115.80857411184527,470827
2014-05-28,STK_00,110.8857906137889,112.83150780884347,109.23602451737077,111.19709145615806,272304
2014-05-29,STK_00,108.70755964062025,109.06277109739754,108.05128261824733,108.23183828302028,376989
2014-05-30,STK_00,106.25456083028978,107.78243361130883,105.95414554977327,107.12094704322783,602977
2014-06-02,STK_00,108.90554784477052,109.57998079784136,107.80018984406077,109.4077006991029,500059
2014-06-03,STK_00,107.35605276184896,110.10452164536287,104.20455642011979,107.60629446632244,732097
2014-06-04,STK_00,107.1013146479873,108.06477492396166,106.18553523725043,107.30139748563086,776378
2014-06-05,STK_00,104.93362351918269,106.96876760735088,104.62286151670187,105.28769490998147,521431
2014-06-06,STK_00,105.73172565784566,107.19234160230427,104.28337774071062,104.68825412450387,999208
2014-06-09,STK_00,103.10776626966518,104.28769756936492,102.0898531338496,102.87442324500812,90158
2014-06-10,STK_00,102.84524069127492,104.35077995377696,102.09921416572875,102.36015902450428,898969
2014-06-11,STK_00,101.56614079384906,102.65455546306983,101.36586930310817,101.78790345184248,83283
2014-06-12,STK_00,103.7691883118143,106.19147452385955,102.7007244355836,103.21352938232573,218117
2014-06-13,STK_00,106.27373910035877,107.58627687011925,103.55258529290863,105.80923904989663,846430
2014-06-16,STK_00,105.65413135832074,107.77801933360145,105.06587745911833,105.39847736755777,500512
2014-06-17,STK_00,109.19346393644746,110.81494100374887,108.95295060157632,109.6836795097222,664287
2014-06-18,STK_00,110.62815366586068,110.95335861562995,110.18589645579014,110.92084665590107,992822
2014-06-19,STK_00,109.64981559282398,109.9506735431541,108.87825023284283,109.7360455568578,797952
2014-06-20,STK_00,107.71230149968743,108.2965619333088,106.92777950464995,107.94921112788444,80839
2014-06-23,STK_00,106.80519202334955,108.03399271625953,105.95005673638174,107.65589683300027,465770
2014-06-24,STK_00,103.95137908868016,104.65775270724926,102.90695063453552,103.92553226138206,171446
2014-06-25,STK_00,102.72564258365807,103.64676645559045,101.40820924531391,102.72139994905815,952555
2014-06-26,STK_00,103.86997183275443,104.41816358298938,101.82335912348822,103.14918536260531,9661
2014-06-27,STK_00,99.64719741506704,100.43943964999886,98.63838933066444,100.24420331403033,609360
2014-06-30,STK_00,100.09053834241779,101.02916019009784,98.9871247507317,99.2170654893836,775411
2014-07-01,STK_00,99.31931119817949,101.63187559425607,98.63979673901078,100.19705571036752,78930
2014-07-02,STK_00,102.2834392769293,102.47089365816036,101.47510120411434,101.50677401833231,779229
2014-07-03,STK_00,102.21845296520567,102.31409845231903,101.18975886009652,101.65631260056443,12208
2014-07-04,STK_00,102.96708690176217,103.6869265638365,101.46540377382634,102.84586859715141,483391
2014-07-07,STK_00,102.41214163385182,103.2963901367196,101.10895007679736,102.54424508389573,457038
2014-07-08,STK_00,103.72916374978921,104.30688682608164,102.07897332683524,102.99380495935794,835130
2014-07-09,STK_00,98.9533803848601,99.87550309158567,98.26489667598919,99.69443471811084,991861
2014-07-10,STK_00,104.44306531491542,104.72231761570113,104.33316873863032,104.40658437755266,182706
2014-07-11,STK_00,104.7756698496558,105.48054140366446,104.39050327941717,104.55116012276159,318508
2014-07-14,STK_00,106.79371175398374,108.10999742443013,104.44264137034214,105.55714443689051,753057
2014-07-15,STK_00,103.8616033307637,106.44088359814069,102.84408876539555,103.58855168709161,700259
2014-07-16,STK_00,105.1519585773243,108.15802872935181,104.74872007150117,106.271175288647,316627
2014-07-17,STK_00,106.88785343265702,107.8033048983842,106.34832572135406,106.68764299766538,115904
2014-07-18,STK_00,104.58344143900116,105.37452511230917,104.1514035651539,104.46212798714731,969529
2014-07-21,STK_00,104.05157905911237,104.96984989027499,101.96960948491333,104.21264370165024,101852
2014-07-22,STK_00,107.64163342980855,107.95253691275805,106.22845914652406,106.8444715000841,49215
2014-07-23,STK_00,105.97597777285057,106.52808850599814,105.22159726070993,106.4060840466123,313517
2014-07-24,STK_00,105.76288778659848,106.6043193663381,104.73510911169022,105.12127660514602,635392
2014-07-25,STK_00,106.7896500621063,108.67733916875912,104.87295160175844,106.72134962186225,837543
2014-07-28,STK_00,103.38003367961286,104.27345618275197,102.59153183070323,103.75090226542936,659109
2014-07-29,STK_00,103.36316987065109,104.53724820442012,101.9925651160585,102.4077126445132,817830
2014-07-30,STK_00,104.48418064355594,105.89856668039022,103.17786201252491,104.79059481602692,215283
2014-07-31,STK_00,107.10934480147907,108.60322103325628,106.82096730630538,107.49978207224349,857878
2014-08-01,STK_00,105.80110324972095,106.02532048379825,104.81404113202119,105.65537997115815,265960
2014-08-04,STK_00,102.5897432394004,103.42909297151913,101.34641786740738,102.90286577065555,58640
2014-08-05,STK_00,102.39571036086508,104.38249645447618,101.42850027029873,102.83891312086942,905082
2014-08-06,STK_00,106.3215922444429,106.63501430637936,103.84367917843522,106.09253454385622,877047
2014-08-07,STK_00,107.78654117441921,109.42093227231197,107.39675045984812,108.79186545319688,879188
2014-08-08,STK_00,107.59653402698609,108.70415505525774,106.75441496386756,107.01311830948632,543731
2014-08-11,STK_00,109.6490468036706,111.23152538623314,108.91712707978174,109.21415636264722,779201
2014-08-12,STK_00,110.6023338191659,111.27216474118808,109.17390753943357,110.12226426883448,879986
2014-08-13,STK_00,110.83060985461474,111.15286014477444,109.49838911401926,109.81043718399597,145687
2014-08-14,STK_00,108.00241677323626,109.94277681372152,107.13699759410177,108.14373662909117,573120
2014-08-15,STK_00,108.4740519379685,110.16702650595954,108.44297086855583,109.40082829506821,313565
2014-08-18,STK_00,107.60231654872942,107.89742236323826,105.75260916809685,107.05234499286051,231398
2014-08-19,STK_00,105.43543819673155,106.29607656036167,104.95243872301377,105.57933791782114,633383
2014-08-20,STK_00,109.56804653678964,111.02266898220428,108.66547415111765,109.8030167707148,975125
2014-08-21,STK_00,110.06236765053339,111.88601541778542,109.60175568357494,110.21160597628358,361063
2014-08-22,STK_00,112.78205738178627,114.33977684909969,110.03367616275037,112.44775364184815,379027
2014-08-25,STK_00,110.22744860137902,111.68317515149091,109.383384825125,110.57939558218038,244773
2014-08-26,STK_00,110.52509492145765,110.74520801066078,108.53414680680885,110.56052158162143,523119
2014-08-27,STK_00,112.34016436571254,113.30590535661304,111.41890045375148,112.46653538212169,570394
2014-08-28,STK_00,112.54957941942477,113.06167873323105,111.46620109116394,112.40494324928308,527748
2014-08-29,STK_00,111.62923786118353,112.85155765839875,110.62872595846356,110.87458292857622,851557
2014-09-01,STK_00,108.55089895675214,109.61345052648645,106.21025869733711,109.06539718702179,544473
2014-09-02,STK_00,115.6083420283776,115.76278309813539,115.55492351897766,115.65316849428842,895047
2014-09-03,STK_00,115.77006163878598,117.17632657711412,112.986863319978,116.36121531604724,425750
2014-09-04,STK_00,117.47651882024167,118.19567240199616,115.91404941171179,118.13873208858767,366181
2014-09-05,STK_00,118.47745303158187,118.83023168334093,118.1812336045714,118.34892752951663,811950
2014-09-08,STK_00,121.52441155560417,121.85947088104436,120.2071872556367,120.90292388845995,186030
2014-09-09,STK_00,123.27533823861121,126.68607439641183,123.23886876195475,123.38732567431384,542080
2014-09-10,STK_00,127.74485714243689,128.16748457933062,126.33435253351277,128.05158479348682,831782
2014-09-11,STK_00,126.36789965618142,127.49451365214915,125.3942366009278,126.20893011315829,495988
2014-09-12,STK_00,128.82553339306043,129.66319426350248,128.41941446403243,129.53348179723787,352353
2014-09-15,STK_00,130.27335617477019,133.5076167714403,128.31607442352492,131.16487074399606,856469
2014-09-16,STK_00,129.29111257828512,133.0753351592196,127.68032763781203,130.70062753917372,372598
2014-09-17,STK_00,130.7857693321283,131.36642276846365,130.60867214641465,131.31149159505188,948409
2014-09-18,STK_00,132.02456058317446,132.88943610529046,129.67212916127986,131.64562032137343,516642
2014-09-19,STK_00,135.679595457179,136.94179610596285,134.33514992451967,136.27851899823628,281158
2014-09-22,STK_00,134.92197284183044,136.00417305113433,134.21768401515737,134.90458662338168,577508
2014-09-23,STK_00,136.5629888785638,138.35118390452672,135.10695103854323,137.47114982987608,211212
2014-09-24,STK_00,135.54242982555542,137.6149832126504,131.46683015750267,136.6243028994206,958323
2014-09-25,STK_00,137.8776206587283,138.84201346629615,137.2554029450566,137.72956544240927,968206
2014-09-26,STK_00,140.30326203496404,141.7958756800752,139.09433192652207,140.87879920554946,159823
2014-09-29,STK_00,138.40920955944466,139.2564741300396,138.34538970235985,138.91596635813931,641196
2014-09-30,STK_00,141.26689600952324,142.13349362269986,138.8553571075027,140.47763502729586,948833
2014-10-01,STK_00,141.18350110160966,142.17427951345198,140.03809949214852,141.48252289691655,800142
2014-10-02,STK_00,141.04358285761944,144.08199559207745,139.76026334680998,142.76407617057944,998875
2014-10-03,STK_00,140.12706744083266,142.29734554000055,139.7831268624512,140.035274477408,428947
2014-10-06,STK_00,142.5469763883576,144.00905694812428,140.15121174679894,143.10507806080278,686370
2014-10-07,STK_00,146.18075256729384,148.11388657758772,145.5011159647651,146.56651077369793,460941
2014-10-08,STK_00,142.5326648625751,143.7754541531383,141.02282239764605,143.14211024002327,942043
2014-10-09,STK_00,145.03184517031357,147.30662036877564,144.5102576388878,145.9238697598691,27917
2014-10-10,STK_00,143.472698249424,145.95817374789004,143.43885892112948,144.35900097849907,97586
2014-10-13,STK_00,148.4831921552301,149.08769727964167,145.45032964972762,147.87233183899042,838181
2014-10-14,STK_00,149.80726827580992,152.06713022544662,148.05824769326125,148.72245128502783,499853
2014-10-15,STK_00,151.02723902335566,152.0088804916265,150.0663138078445,150.55858454248613,275155
2014-10-16,STK_00,151.48584437721965,153.97537472810743,149.4026804862195,150.26018507253875,828171
2014-10-17,STK_00,153.14061028584896,153.81501224641735,152.62516613441056,152.93568937667197,283240
2014-10-20,STK_00,151.30563904206008,154.85946536627813,149.8487797712968,153.47916607687844,281797
2014-10-21,STK_00,150.42531557160606,152.2821072416001,148.42222026849294,150.52645073353997,554829
2014-10-22,STK_00,152.59517273827052,152.65120191920784,149.95889514693388,151.76382134064173,526893
2014-10-23,STK_00,153.36788137264784,154.63074943554255,150.72015215793633,152.59443609463068,494319
2014-10-24,STK_00,151.28961060095094,151.7625755224119,148.81366615994327,150.61166006269758,319260
2014-10-27,STK_00,149.6155542075719,151.48154706987174,145.02163613180733,148.90944608545396,812171
2014-10-28,STK_00,151.41805445372782,151.47303803538793,151.08017680514567,151.30857681513572,313087
2014-10-29,STK_00,150.5102088213657,151.09176254453024,150.20143396315606,150.55887882211564,438665
2014-10-30,STK_00,155.3113306596013,155.83247465367037,153.89542159534588,154.0951753926457,417315
2014-10-31,STK_00,154.56609344729807,155.03799272013495,154.0813536324361,154.69505084961085,60828
2014-11-03,STK_00,156.87244202999176,158.49359476815917,155.50219246817704,156.105224156726,529691
2014-11-04,STK_00,158.83379945918674,161.4525441252147,157.53729968923275,158.96309347370092,163693
2014-11-05,STK_00,161.53202120242176,162.7472970186423,160.06995285855533,160.92919986613504,735315
2014-11-06,STK_00,164.52412284898105,165.0483389436861,162.86235003307218,163.6270691911708,386454
2014-11-07,STK_00,164.9961703918395,166.77730155945284,163.67515759889054,164.89991292871147,205650
2014-11-10,STK_00,163.36316680528583,165.82207010956307,163.3188326634179,164.5709317248652,363137
2014-11-11,STK_00,167.33944042206716,169.92608536938562,165.8659302936729,167.2232434457627,21039
2014-11-12,STK_00,166.2595961062625,167.2332364181313,163.25941305260682,164.68529512510753,769171
2014-11-13,STK_00,164.6924664917678,165.96914999527803,162.6027475817448,163.66191841786636,416760
2014-11-14,STK_00,166.4964854123148,167.76894170019102,165.2484822747522,167.02166098966606,765359
2014-11-17,STK_00,164.8996323267326,168.07364567603173,164.42937045419455,166.23856098245653,933601
2014-11-18,STK_00,168.1518055891921,169.52641626742084,166.7122283752629,167.66884789765533,224264
2014-11-19,STK_00,169.585154820871,171.10871053206944,165.2256824841368,169.4769712013125,862518
2014-11-20,STK_00,164.57736702760897,165.5169270996498,164.25389833671815,164.64153405596136,542146
2014-11-21,STK_00,167.36722635724516,170.63709524116786,166.1741785163804,167.5653735542933,399508
2014-11-24,STK_00,170.3470948390289,171.80132737783,168.33758097652154,170.41319439093547,933289
2014-11-25,STK_00,168.1819584291362,170.70731526878558,164.11664430967977,167.2112224583848,127541
2014-11-26,STK_00,164.582985245329,165.73148313653257,163.77666849925612,164.82873360620044,560175
2014-11-27,STK_00,165.9992655821493,168.74874599616732,164.97827582985553,165.22528854289254,604854
2014-11-28,STK_00,166.97024515620987,169.24030841068267,164.22550087864516,166.88529490258168,152946
2014-12-01,STK_00,167.7256981134067,170.70383353157703,166.5159897488349,168.28374379347545,106619
2014-12-02,STK_00,168.5092528755942,168.92661098259708,166.05759528174787,167.89993932549743,125391
2014-12-03,STK_00,167.63088984362443,169.38766373670092,167.42511697721108,167.80510642101518,296044
2014-12-04,STK_00,165.79102877788378,166.78633627741536,161.79906616901252,165.12367941368944,26147
2014-12-05,STK_00,166.10792135377088,171.1891437970854,164.29710384069708,166.7767674153692,504690
2014-12-08,STK_00,161.33649280018113,164.98208511230249,158.524922374834,162.27661302380392,860715
2014-12-09,STK_00,161.25979091348725,161.68992384719385,160.2625735944261,161.09527436317268,61081
2014-12-10,STK_00,156.30176026516,157.36226552498323,155.7004860357179,157.32188075534822,355236
2014-12-11,STK_00,158.11098691718206,159.24596917600343,156.65999570221294,157.1387971139443,677521
2014-12-12,STK_00,157.13065186241013,158.22645049523237,155.909168936921,156.001276626448,598002
2014-12-15,STK_00,161.44356620960693,162.13031004377416,159.93915624985735,160.6201771244036,827028
2014-12-16,STK_00,160.0535465914855,163.36507594588775,158.67897643310204,161.03674255072477,719433
2014-12-17,STK_00,153.43696860567076,154.48370215454494,150.1149591699319,153.66177513331002,738783
2014-12-18,STK_00,158.69415929762098,161.65671091475633,158.60058525840088,159.09461590805728,490895
2014-12-19,STK_00,164.0979151591561,166.07814737805882,163.78541530288388,165.27415127165148,152050
2014-12-22,STK_00,164.39053080692665,164.82204780192137,161.0625512643133,163.91549798248192,183082
2014-12-23,STK_00,162.08596744477708,163.30992022854795,161.31862180224078,162.70377066188308,66754
2014-12-24,STK_00,165.08411438535876,167.83347210641986,165.07508142169783,165.9816816412844,159353
2014-12-25,STK_00,164.6491920829309,165.2660271590789,162.80209177671716,165.212104364716,546657
2014-12-26,STK_00,160.7453916095972,163.31377219818953,158.98665077524177,161.22439477605337,371804
2014-12-29,STK_00,163.4358353621955,166.77022392491696,161.27884710329505,163.0108015174765,117893
2014-12-30,STK_00,166.27418310786155,167.339888244125,163.813950045175,167.1414165005567,959832
2014-12-31,STK_00,166.28294912390692,166.95664503979785,164.4905385593585,165.5695451853843,280905
2015-01-01,STK_00,162.9566612197245,165.25974734568297,160.6833198298827,163.3634965104953,898683
2015-01-02,STK_00,163.11436295714756,163.80583860156057,160.5656402038553,162.0937992775264,90604
2015-01-05,STK_00,161.73998916947124,161.86415439728006,157.87595295525048,161.22100018209028,363374
2015-01-06,STK_00,157.55950366134624,158.6963411040775,156.3260851997395,158.5647473777033,352428
2015-01-07,STK_00,160.6758327890293,163.26732412015804,159.55185982378254,159.82214760081283,401219
2015-01-08,STK_00,158.07331921735533,160.20972447261605,157.42316953303748,157.7101436508153,961256
2015-01-09,STK_00,158.92103322281045,161.84956459455807,156.4141746664952,159.47534417737762,423936
2015-01-12,STK_00,162.71906370037146,164.3378830204601,160.9051902067299,162.3876327543607,931907
2015-01-13,STK_00,167.6307769807912,168.10445982959766,165.9447248091212,167.59253093109353,808445
2015-01-14,STK_00,171.70133468739675,171.8540143371872,170.92771271536859,171.78851240497767,727377
2015-01-15,STK_00,173.0551850893865,174.6913527177746,171.0755403904565,173.80714452956693,217076
2015-01-16,STK_00,173.45971663258035,175.8105870672559,172.0570667781928,174.01459746746508,466417
2015-01-19,STK_00,174.48773757556938,176.5505984892529,173.26348448230243,173.84892603322737,362450
2015-01-20,STK_00,169.54592206121654,171.51461354452968,169.54336202425947,171.16231038342778,11810
2015-01-21,STK_00,177.13072272207035,181.43246606805835,173.61680344778003,176.81308226558826,453090
2015-01-22,STK_00,169.34844405105258,169.9082420372475,168.60380038940215,169.09568294687372,125913
2015-01-23,STK_00,169.75716183816192,170.17641767842338,168.3375943823873,169.7343057660867,393491
2015-01-26,STK_00,170.6147940999252,172.5992756478745,167.88686937948765,169.45956591540815,894509
2015-01-27,STK_00,167.1876701138893,167.7987220074393,165.63927855738913,166.0785251432546,32631
2015-01-28,STK_00,165.78484566553226,168.43972290211929,163.9872597251953,165.49575397230208,94376
2015-01-29,STK_00,169.20400978886474,169.58819841288405,167.25293532831608,168.44418809103294,359113
2015-01-30,STK_00,169.08459117211467,170.8330160622494,168.42141620842332,169.37734311748292,325824
2015-02-02,STK_00,168.88587420099594,169.6077838012348,167.75963959791565,168.9894941416071,585727
2015-02-03,STK_00,166.43426843351295,168.48546700401948,165.80935985298987,167.47986140577953,997043
2015-02-04,STK_00,168.81913231526156,169.23386794490483,167.64955147696352,168.91028386146365,631999
2015-02-05,STK_00,170.47202338336677,172.3367264885947,169.30795255940401,170.20451784041626,51727
2015-02-06,STK_00,167.62811958797525,169.05854492632642,163.3127477845602,166.17496305736856,948264
2015-02-09,STK_00,167.87785113352297,168.4987110725015,166.51050997832357,167.36562856200138,464679
2015-02-10,STK_00,169.68122530590716,173.68357095255715,167.4175619190512,170.53249660899587,545897
2015-02-11,STK_00,169.34100047413605,171.7344871040917,167.1705180611586,170.04114824114157,905641
2015-02-12,STK_00,162.93702501258053,169.26212229642357,162.03942977078512,164.92174517340038,707053
2015-02-13,STK_00,165.327939247084,167.7551384381264,163.52877717235694,164.94982101315549,110812
2015-02-16,STK_00,164.2418751125752,164.55123590110372,162.19303813881177,163.1088772837018,277381
2015-02-17,STK_00,162.62858781642947,164.56610861903008,158.81682123775568,161.40009208775646,731854
2015-02-18,STK_00,158.99826893029407,160.08052817988852,158.89166053202638,158.9002806493454,654619
2015-02-19,STK_00,164.264544356829,165.73275522402798,160.78320237179403,163.2825911724365,710955
